NUSEQPATR	NUPATRIMONIO	DEPATRIMONIO	CDPROJETO	CDLOCAL	CODOBJETO	CDMATRFUNCIONARIO	SITUACAO	DTAQUISICAO	DTBAIXA	USUARIO	DTOPERACAO
3092	6966	MICRO NOVO PEGASUS	8	530	NULL	133838	EM USO	2013-06-21	NULL	BEA.SC	2025-12-03
3093	4295	MICRO	8	530	NULL	133838	EM USO	2013-09-23	NULL	BEA.SC	2025-12-03
3094	4740	MICRO I3 4GB DE RAM	8	530	NULL	133838	EM USO	2013-09-22	NULL	BEA.SC	2025-12-03
3095	4739	PARA FILIAL DE MINAS GERAIS	8	530	NULL	133838	EM USO	2013-09-22	NULL	BEA.SC	2025-12-03
3096	4738	PARA FILIAL DE MINAS GERAIS	8	530	NULL	133838	EM USO	2013-09-22	NULL	BEA.SC	2025-12-03
3097	4737	MICRO NOVO SILMARA	8	530	NULL	133838	EM USO	2013-10-18	NULL	BEA.SC	2025-12-03
3098	6838	NOT BOOK	8	530	NULL	1297	BAIXA	2013-10-21	NULL	BEA.SC	2025-12-01
3099	6970	PC I5 NORMAM	8	530	NULL	133838	EM USO	2014-01-14	NULL	BEA.SC	2025-12-03
3100	5623	PC REGIS	8	530	NULL	133838	EM USO	2014-01-22	NULL	BEA.SC	2025-12-03
3101	5637	SERVIDOR FIREWALL WIFI BACKUP	8	530	270	133838	EM USO	NULL	NULL	BEA.SC	2025-12-01
3102	4428	SWITH 24 PORTAS	8	530	NULL	133838	EM USO	2014-01-24	NULL	BEA.SC	2025-12-03
3103	5594	PC - LENOVO RAFAEL	8	530	NULL	133838	EM USO	2014-02-26	NULL	BEA.SC	2025-12-03
3104	5563	MICRO LENOVO FERNANDA(AIUME)	8	530	NULL	133838	BAIXADO	2014-02-26	NULL	BEA.SC	2025-12-03
3105	5719	MONITOR DF	8	530	NULL	133838	BAIXA	2014-05-28	NULL	BEA.SC	2025-12-11
3106	5716	CPU LE NOVO DF	8	530	NULL	133838	BAIXA	2014-05-29	NULL	BEA.SC	2025-12-15
3107	5694	CPU LENOVO DF	8	530	NULL	133838	BAIXA	2014-05-28	NULL	BEA.SC	2025-12-15
3108	5599	MONITOR DF	8	530	NULL	133838	BAIXA	2014-05-28	NULL	BEA.SC	2025-12-11
3109	5682	CPU RIO	8	530	NULL	133838	BAIXA	2014-05-28	NULL	BEA.SC	2025-12-15
3110	5636	CPU SEDE	8	530	NULL	133838	BAIXA	2014-05-28	NULL	BEA.SC	2025-12-15
3111	5660	MONITOR AOC	8	530	NULL	133838	BAIXA	2014-08-25	NULL	BEA.SC	2025-12-11
3112	5619	MICRO LENOVO - ARMANDO	8	530	NULL	133838	EM USO	2014-08-25	NULL	BEA.SC	2025-12-03
3113	6806	BANDEJA INOX	530	13	NULL	7808	EM USO	2015-01-19	NULL	BEA.SC	2025-12-03
3114	4208	ASPIRADOR DE PO WAP	721	1420	NULL	133838	BAIXA	NULL	NULL	ABIGAIL	2025-08-15
3115	5555	CAFETEIRA INDUSTRIAL	8	530	NULL	133838	EM USO	NULL	NULL	BEA.SC	2025-10-21
3116	5553	ESMIRILHO	8	530	NULL	133838	EM USO	NULL	NULL	BEA.SC	2025-10-21
3117	5572	MULTIFUNCIONAL EPSON XP214	530	13	NULL	7808	BAIXA	2015-01-14	NULL	BEA.SC	2025-12-15
3118	5582	LAVA JATO MCCULLOCH	8	530	NULL	185895	EM USO	NULL	NULL	TIAGOP	2025-11-18
3119	6947	LAVA JATO KARCHER	999915	1642	NULL	185895	BAIXA	NULL	NULL	TIAGOP	2025-11-18
3120	5606	PLAINA BOSCH GHO 26-82	8	530	NULL	80441	EM USO	NULL	NULL	TEIXEIRA	2019-07-17
3121	5634	VARREDORA FEITICEIRA	463	6	NULL	133838	BAIXA	2015-09-18	NULL	BEA.SC	2025-12-15
3122	5638	FURADEIRA E PARAFUSADEIRA	501	69	NULL	133838	EM USO	2015-09-29	NULL	BEA.SC	2025-12-03
3123	8744	MINI DELL	530	13	NULL	133838	BAIXA	2015-10-29	NULL	RYAN	2025-12-15
3124	8745	MINI DELL	530	13	NULL	133838	EM USO	2015-10-29	NULL	BEA.SC	2025-12-03
3125	8747	LENOVO DUO CORE	545	78	NULL	133838	EM USO	2015-10-30	NULL	BEA.SC	2025-12-03
3126	5607	CPU	8	2034	151	133838	BAIXA	2015-11-03	NULL	BEA.SC	2025-12-11
3127	8738	MINI DELL	8	530	NULL	133838	EM USO	2015-11-06	NULL	BEA.SC	2025-11-17
3128	8743	MONITOR DELL	8	4	402	133838	BAIXA	2015-11-05	NULL	BEA.SC	2025-12-11
3129	8746	MONITOR DELL	197	1895	NULL	133838	EM USO	2015-11-05	NULL	RYAN	2024-08-22
3130	5644	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-11-09	NULL	BEA.SC	2025-12-11
3131	5645	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-11-09	NULL	BEA.SC	2025-12-11
3132	5671	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-11-11	NULL	BEA.SC	2025-12-11
3133	5706	MINI DELL	8	530	NULL	133838	EM USO	2015-11-10	NULL	BEA.SC	2025-11-14
3134	8535	MONITOR	198	73	NULL	133838	BAIXA	2015-11-14	NULL	BEA.SC	2025-12-11
3135	6723	MONITOR	198	73	NULL	133838	BAIXA	2015-11-14	NULL	BEA.SC	2025-12-11
3136	8536	CPU	198	73	NULL	133838	EM USO	2015-11-17	NULL	BEA.SC	2025-12-03
3137	8537	CPU	195	72	NULL	133838	EM USO	2015-11-19	NULL	BEA.SC	2025-12-03
3138	8538	CPU	407	74	NULL	133838	EM USO	2015-11-30	NULL	BEA.SC	2025-12-03
3139	5684	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-11-25	NULL	BEA.SC	2025-12-11
3140	5687	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-11-13	NULL	BEA.SC	2025-12-11
3141	5689	MONITOR DELL	8	530	402	133838	BAIXA	2015-11-16	NULL	BEA.SC	2025-12-11
3142	8509	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-12-01	NULL	BEA.SC	2025-12-11
3143	5707	MINI DELL	8	530	NULL	133838	BAIXA	2015-11-24	NULL	BEA.SC	2025-11-28
3144	5710	MINI DELL	8	530	NULL	133838	BAIXA	2015-11-13	NULL	BEA.SC	2025-12-15
3145	5713	MINI DELL	8	2031	185	178574	BAIXA	2015-05-27	NULL	BEA.SC	2025-12-11
3146	5714	MINI DELL	934	1912	NULL	133838	EM USO	2015-11-30	NULL	BEA.SC	2025-11-03
3147	5717	MINI DELL OPTFLEX 3020 CORE I3	721	1420	554	133838	EM USO	2015-12-01	NULL	RYAN	2024-07-24
3148	5718	MINI DELL	8	530	NULL	133838	BAIXA	2015-11-16	NULL	BEA.SC	2025-12-15
3149	5720	MINI DELL	8	530	NULL	133838	EM USO	2015-12-01	NULL	BEA.SC	2025-11-14
3150	5722	MINI DELL	8	530	NULL	133838	BAIXA	2015-11-25	NULL	BEA.SC	2025-12-15
3151	5736	MINI DELL	8	530	NULL	133838	EM USO	2015-11-25	NULL	BEA.SC	2025-11-17
3152	5741	MINI DELL	8	530	NULL	133838	EM USO	2015-11-17	NULL	BEA.SC	2025-11-14
3153	5742	MINI DELL	8	530	NULL	133838	EM USO	2015-11-18	NULL	BEA.SC	2025-11-14
3154	5670	MONITOR DELL	530	13	NULL	133838	BAIXA	2015-11-16	NULL	BEA.SC	2025-12-11
3155	5681	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-12-01	NULL	BEA.SC	2025-12-11
3156	5685	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-12-01	NULL	BEA.SC	2025-12-11
3157	8503	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-12-01	NULL	BEA.SC	2025-12-11
3158	8519	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-12-01	NULL	BEA.SC	2025-12-11
3159	8528	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-12-01	NULL	BEA.SC	2025-12-11
3160	5686	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-12-01	NULL	BEA.SC	2025-12-11
3161	8529	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-12-01	NULL	BEA.SC	2025-12-11
3162	8541	CPU PEGASUS	197	1895	NULL	133838	EM USO	2015-12-17	NULL	BEA.SC	2025-12-03
3163	8540	CPU PEGASUS	197	1895	NULL	133838	EM USO	2015-12-15	NULL	RYAN	2025-07-09
3164	5715	MINI DELL	8	530	NULL	133838	BAIXA	2015-12-10	NULL	BEA.SC	2025-12-15
3165	5723	MINI DELL	8	530	NULL	133838	EM USO	2016-01-06	NULL	BEA.SC	2025-11-14
3166	5733	MINI DELL	198	73	NULL	133838	EM USO	2015-12-14	NULL	BEA.SC	2025-12-03
3167	5734	MINI DELL	8	530	185	133838	BAIXA	2015-12-15	NULL	BEA.SC	2025-12-11
3168	5735	MINI DELL	8	530	NULL	133838	EM USO	2016-01-06	NULL	BEA.SC	2025-11-14
3169	5745	MINI DELL	8	530	185	133838	BAIXA	2016-01-05	NULL	BEA.SC	2025-12-15
3170	5672	MONITOR DELL	8	2034	402	133838	EM USO	2015-12-01	NULL	BEA.SC	2025-12-11
3171	5690	MONITOR DELL	570	118	402	133838	EM USO	2015-12-10	NULL	RYAN	2024-10-29
3172	8700	MONITOR DELL	8	530	NULL	133838	BAIXA	2015-12-03	NULL	BEA.SC	2025-12-11
3173	5709	MINI DELL	530	13	NULL	141149	BAIXA	2016-01-08	NULL	RYAN	2025-12-15
3174	8504	MONITOR DELL	8	530	NULL	133838	BAIXA	2016-01-08	NULL	BEA.SC	2025-12-11
3175	8574	MONITOR	8	530	NULL	133838	BAIXA	2015-12-22	NULL	BEA.SC	2025-12-11
3176	8573	CPU	8	530	NULL	133838	BAIXA	2015-12-22	NULL	BEA.SC	2025-12-15
3177	5711	MINI DELL OPTFLEX 3020 CORE I3	721	1420	554	133838	EM USO	2016-01-08	NULL	RYAN	2024-07-24
3178	5724	MINI DELL	8	530	NULL	133838	EM USO	2016-01-08	NULL	BEA.SC	2025-11-14
3179	8523	MONITOR DELL	8	530	NULL	133838	BAIXA	2016-01-08	NULL	BEA.SC	2025-12-11
3180	8520	MONITOR DELL	200	1422	NULL	133838	EM USO	2015-01-15	NULL	RYAN	2024-11-25
3181	8521	MONITOR DELL	199	75	NULL	133838	BAIXA	2016-01-13	NULL	BEA.SC	2025-12-03
3182	5659	MINI DELL	8	530	NULL	133838	EM USO	2016-01-13	NULL	BEA.SC	2025-11-14
3183	5748	MINI DELL	8	530	NULL	133838	BAIXA	2016-01-15	NULL	BEA.SC	2025-11-28
3184	8524	MONITOR DELL 18,5 POLEGADAS	8	530	667	133838	BAIXA	2016-01-20	NULL	BEA.SC	2025-12-11
3185	8525	MONITOR DELL	8	530	NULL	133838	BAIXA	2016-01-21	NULL	BEA.SC	2025-12-11
3186	5688	MONITOR DELL	8	530	NULL	133838	BAIXA	2016-02-19	NULL	BEA.SC	2025-12-03
3187	8507	MONITOR DELL	8	2035	402	133838	BAIXA	2016-01-27	NULL	BEA.SC	2025-12-11
3188	8513	MONITOR DELL	8	530	NULL	133838	BAIXA	2016-01-26	NULL	BEA.SC	2025-12-11
3189	8517	MONITOR DELL	8	530	NULL	133838	BAIXA	2016-01-26	NULL	BEA.SC	2025-12-11
3190	5662	MINI DELL	8	530	NULL	133838	BAIXA	2016-01-22	NULL	BEA.SC	2025-11-28
3191	5701	MINI DELL OPTFLEX 3020 CORE I3	721	1420	554	133838	EM USO	2016-01-20	NULL	RYAN	2024-08-13
3192	5704	CPU	8	530	151	133838	BAIXA	2016-07-27	NULL	BEA.SC	2025-12-15
3193	5705	MINI DELL	8	530	NULL	133838	BAIXA	2016-01-22	NULL	BEA.SC	2025-12-15
3194	5721	MINI DELL	8	530	NULL	133838	BAIXA	2016-01-26	NULL	BEA.SC	2025-12-15
3195	8684	FURADEIRA DE IMPACTO	8	530	NULL	133838	BAIXA	2016-08-12	NULL	BEA.SC	2025-12-11
3196	8692	FURADEIRA BOSCH	8	530	NULL	133838	BAIXA	2016-10-07	NULL	BEA.SC	2025-12-11
3197	8584	IMPRESSORA EPSON	577	84	NULL	133838	BAIXA	2016-11-30	NULL	BEA.SC	2025-12-12
3198	8604	NOTEBOOK LENOVO	577	84	NULL	133838	EM USO	2016-11-29	NULL	BEA.SC	2025-12-03
3199	5592	NOTEBOOK POSITIVO S1991	195	72	742	133838	EM USO	2016-11-29	NULL	LUIZ	2025-08-26
3200	8630	MAQUINA DE LAVAR PISO	487	5	NULL	1297	BAIXA	2017-06-14	NULL	BEA.SC	2025-11-11
3201	1839	ENCERADEIRA	487	5	NULL	1297	BAIXA	2017-06-14	NULL	BEA.SC	2025-11-11
3202	8670	ENCERADEIRA	487	5	NULL	1297	BAIXA	2017-06-14	NULL	BEA.SC	2025-11-11
3203	8862	ENCERADEIRA	487	5	NULL	1297	BAIXA	2017-06-14	NULL	BEA.SC	2025-12-12
3204	8579	ASPIRADOR DE PO	487	5	NULL	1297	BAIXA	2017-06-14	NULL	BEA.SC	2025-11-12
3205	8652	ASPIRADOR DE PO	487	5	NULL	1297	BAIXA	2017-06-14	NULL	BEA.SC	2025-11-12
3206	8616	RELOGIO PONTO BIOMETRICO CONTROL ID CLASS	695	1438	198	133838	EM USO	2017-01-30	NULL	RYAN	2024-10-14
3207	8578	ASPIRADOR DE PO	487	5	NULL	133838	BAIXA	2017-10-16	NULL	BEA.SC	2025-12-12
3208	4464	ASPIRADOR DE PO	487	5	NULL	133838	BAIXA	2017-10-16	NULL	BEA.SC	2025-12-12
3209	8599	RELOGIO PONTO BIOMETRICO CONTROL ID CLASS	856	1693	198	133838	EM USO	2017-12-15	NULL	RYAN	2025-05-09
3210	8596	RELOGIO DE PONTO	463	6	NULL	133838	BAIXA	2017-10-31	NULL	BEA.SC	2025-12-15
3211	8594	LAVADORA DE ALTA PRESSÃO ELECTROLUX UPR11 220V	999915	1642	1099	185895	CONSERTO	2017-12-01	NULL	TIAGOP	2025-09-29
3212	8646	RELOGIO PONTO BIOMETRICO CONTROL ID CLASS	884	1669	198	133838	EM USO	2017-09-26	NULL	RYAN	2025-03-07
3213	8691	RELOGIO DE PONTO	463	6	NULL	133838	BAIXA	2017-09-26	NULL	TEIXEIRA	2025-12-15
3214	8666	RELOGIO DE PONTO	463	6	NULL	133838	BAIXA	2017-09-26	NULL	TEIXEIRA	2025-12-15
3215	2000	EXTENSÃO	463	6	NULL	133838	BAIXA	2017-09-20	NULL	TEIXEIRA	2025-12-15
3216	2001	EXTENSAO	463	6	NULL	133838	BAIXA	2017-09-20	NULL	TEIXEIRA	2025-12-15
3217	2002	EXTENSAO	463	6	NULL	133838	BAIXA	2017-09-20	NULL	BEA.SC	2025-12-15
3218	2003	ASPIRADOR DE PÓ	463	6	NULL	133838	BAIXA	2017-09-15	NULL	BEA.SC	2025-12-15
3219	2004	ESCADA DE ALUMINIO	463	6	NULL	133838	BAIXA	2017-09-15	NULL	TEIXEIRA	2025-12-15
3220	2005	ASPIRADOR DE PÓ E AGUA	463	6	NULL	133838	BAIXA	2017-09-15	NULL	BEA.SC	2025-12-15
3221	2006	ENCERADEIRA INDUSTRIAL	463	6	NULL	133838	BAIXA	2017-09-15	NULL	TEIXEIRA	2025-12-15
3222	2007	ESCADA 10 DEGRAUS	463	6	NULL	133838	BAIXA	2017-09-15	NULL	BEA.SC	2025-12-15
3223	2008	ESCADA 06 DEGRAUS	463	6	NULL	133838	BAIXA	2017-09-15	NULL	BEA.SC	2025-12-15
3224	2009	LAVA JATO	463	6	NULL	133838	EM USO	2018-09-15	NULL	BEA.SC	2025-12-03
3225	17478	ESCADA ALUMINIO	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3226	17479	ESCADA ALUMINIO	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3227	17481	ESCADA ALUMINIO	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3228	17495	ESCADA ALUMINIO	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3229	17501	ESCADA ALUMINIO	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3230	17502	ESCADA ALUMINIO	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3231	17503	ESCADA ALUMINIO	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3232	17505	ESCADA ALUMINIO	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3233	17507	ESCADA ALUMINIO	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3234	17508	ESCADA ALUMINIO	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3235	17523	ASPIRADOR PÓ E ÁGUA	100001	109	NULL	133838	CONSERTO	NULL	NULL	TEIXEIRA	2019-04-29
3236	17530	ASPIRADOR PÓ E ÁGUA	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3237	1508	ASPIRADOR PÓ E ÁGUA	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3238	17539	ASPIRADOR PÓ E ÁGUA	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3239	1528	ASPIRADOR PÓ E ÁGUA	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3240	17541	ASPIRADOR PÓ E ÁGUA	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3241	17543	ASPIRADOR PÓ E ÁGUA	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3242	17544	ASPIRADOR PÓ E ÁGUA	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3243	17551	MESA DE ESCRITORIO INDIVIDUAL REGULAVEL	999914	1922	NULL	133838	EM USO	NULL	NULL	BEA.SC	2025-11-21
3244	17553	MESA DE ESCRITORIO INDIVIDUAL REGULAVEL	999914	1922	409	133838	EM USO	NULL	NULL	BEA.SC	2025-11-24
3245	17555	MESA DE ESCRITORIO INDIVIDUAL REGULAVEL	999914	1922	NULL	133838	EM USO	NULL	NULL	BEA.SC	2025-11-24
3246	17556	MESA DE ESCRITORIO INDIVIDUAL REGULAVEL	999914	1922	409	133838	EM USO	NULL	NULL	BEA.SC	2025-11-24
3247	17564	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3248	17586	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3249	746	ENCERADEIRA CLEANER 300	999915	1642	42	185895	CONSERTO	NULL	NULL	TIAGOP	2025-11-21
3250	17573	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3251	17574	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3252	17589	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3253	17580	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3254	1301	ENCERADEIRA INDUSTRIAL	100001	109	NULL	133838	BAIXA	NULL	NULL	RYAN	2025-03-27
3255	17590	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3256	17591	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3257	17593	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3258	17594	ENCEREDEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3259	17595	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3260	17596	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3261	17598	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3262	17599	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3263	17600	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3264	17548	MESA DE ESCRITORIO INDIVIDUAL REGULAVEL	999914	1922	409	133838	EM USO	NULL	NULL	BEA.SC	2025-11-24
3265	17631	ROÇADEIRA ELETRICA	877	1635	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2020-01-23
3266	17636	ROÇADEIRA BRAVER LIGHT 110V	999915	1642	398	185895	CONSERTO	NULL	NULL	TIAGOP	2025-07-28
3267	17645	LAVA JATO	999915	1642	NULL	185895	BAIXA	NULL	NULL	TIAGOP	2025-10-14
3268	17646	LAVADORA DE ALTA PRESSÃO	882	1634	115	133838	CONSERTO	NULL	NULL	BEA.SC	2025-11-18
3269	17647	LAVADORA DE ALTA PRESSÃO LAVOR PRO MAX 1600	736	501	360	185895	EM USO	NULL	NULL	BEA.SC	2025-09-23
3270	17651	BALDE ESPREMEDOR DUPLO BRALIMPIA B20FAMP AMARELO 20L	917	1842	870	185895	EM USO	NULL	NULL	TIAGOP	2025-08-13
3271	17654	BALDE ESPREMEDOR DUPLO BRALIMPIA B20FAMP AMARELO 20L	917	1842	870	185895	EM USO	NULL	NULL	TIAGOP	2025-08-13
3272	17658	BALDE ESPREMEDOR	100001	109	NULL	133838	BAIXA	NULL	NULL	BRUNO	2025-12-02
3273	17674	RELOGIO PONTO	648	111	NULL	133838	EM USO	2019-05-10	NULL	TEIXEIRA	2019-05-14
3274	17676	ESCADA ALUMINIO	999914	1922	NULL	14657	EM USO	NULL	NULL	BEA.SC	2025-11-21
3275	17726	KIT BALDE DUPLO	650	767	NULL	133838	BAIXA	2019-05-20	NULL	TEIXEIRA	2025-12-15
3276	17729	KIT BALDE DUPLO	650	767	NULL	133838	BAIXA	2019-05-20	NULL	TEIXEIRA	2025-12-15
3277	17731	JATEADORA	650	767	NULL	133838	BAIXA	2019-05-20	NULL	TEIXEIRA	2025-12-15
3278	17733	JATEADORA	650	767	NULL	133838	BAIXA	2019-05-20	NULL	TEIXEIRA	2025-12-15
3279	17734	LAVADORA DE ALTA PRESSÃO JACTO J5000	650	767	877	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3280	17735	LAVADORA DE ALTA PRESSÃO JACTO J5000	650	767	877	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3281	17737	EXTRATORA	650	767	NULL	133838	BAIXA	2019-05-20	NULL	TEIXEIRA	2025-12-15
3282	17739	EXTRATORA	650	767	NULL	133838	BAIXA	2019-05-20	NULL	TEIXEIRA	2025-12-15
3283	17741	EXTRATORA DE CARPETE CERTEC AEP 1 MOTOR 27L	650	767	879	133838	BAIXA	2019-05-20	NULL	RYAN	2025-12-15
3284	17742	ASPIRADOR DE PÓ	999915	1642	NULL	133838	EM USO	2019-05-20	NULL	TIAGOP	2025-07-08
3285	17743	ASPIRADOR DE PO	650	767	140	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3286	17744	ASPIRADOR DE PO ECOCLEAN 18L	736	501	878	185895	EM USO	2019-05-20	NULL	BEA.SC	2025-10-01
3287	17745	ASPIRADOR DE PÓ	999915	1642	NULL	133838	EM USO	2019-05-20	NULL	TIAGOP	2025-07-10
3288	17747	ASPIRADOR DE PO ECOCLEAN 18L	650	767	878	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3289	17748	ASPIRADOR DE PO E AGUA	650	767	1191	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3290	17749	ASPIRADOR DE PO ECOCLEAN 18L	195	72	878	133838	EM USO	2019-05-20	NULL	BEA.SC	2025-08-15
3291	17750	ASPIRADOR DE PO ECOCLEAN 18L	650	767	878	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3292	17751	ASPIRADOR DE PO E AGUA	650	767	1191	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3293	17752	ENCERADEIRA INDUSTRIAL 350MM	650	767	220	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3294	17754	ENCERADEIRA INDUSTRIAL 350MM	736	501	220	185895	EM USO	2019-05-20	NULL	BEA.SC	2025-09-05
3295	17755	ENCERADEIRA INDUSTRIAL 350MM	736	501	220	185895	EM USO	2019-05-20	NULL	BEA.SC	2025-10-01
3296	17756	ENCERADEIRA INDUSTRIAL 350MM	736	501	220	133838	EM USO	2019-05-20	NULL	BEA.SC	2025-11-04
3297	17767	ENCERADEIRA INDUSTRIAL 350MM	650	767	220	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3298	17771	ENCERADEIRA INDUSTRIAL 350MM	852	1522	220	133838	EM USO	2000-07-09	NULL	BEA.SC	2025-08-15
3299	17773	ENCERADEIRA INDUSTRIAL 350MM	650	767	220	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3300	17761	ENCERADEIRA INDUSTRIAL 350MM	650	767	220	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3301	17774	ENCERADEIRA INDUSTRIAL 350MM	650	767	220	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3302	17766	ENCERADEIRA INDUSTRIAL 350MM	736	501	220	185895	EM USO	2019-05-20	NULL	BEA.SC	2025-09-23
3303	17776	ENCERADEIRA INDUSTRIAL 350MM	650	767	220	133838	BAIXA	2019-05-20	NULL	BEA.SC	2025-12-15
3304	17732	JATEADORA	650	767	NULL	133838	BAIXA	2019-05-20	NULL	TEIXEIRA	2025-12-15
3305	17714	MESA DE ESCRITORIO INDIVIDUAL REGULAVEL	999914	1922	NULL	14657	EM USO	NULL	NULL	BEA.SC	2025-11-24
3306	17715	MESA DE ESCRITORIO INDIVIDUAL REGULAVEL	999914	1922	NULL	14657	EM USO	NULL	NULL	BEA.SC	2025-11-24
3307	17717	MESA	999914	1922	NULL	14657	EM USO	NULL	NULL	BEA.SC	2025-11-21
3308	8514	MONITOR	999914	1922	NULL	14657	EM USO	NULL	NULL	BEA.SC	2025-11-24
3309	5663	CPU	999914	1922	151	14657	EM USO	NULL	NULL	BEA.SC	2025-11-24
3310	17691	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3311	17695	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3312	17697	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3313	17703	ENCERADEIRA INDUSTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-09-17
3314	17705	ENCERADEIRA INDUASTRIAL	199	75	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-08-16
3315	17780	VEICULO KOMBI	8	3	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-07-16
3316	17782	VEICULO SIENA	8	3	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-07-16
3317	17781	VEICULO UNO	8	3	NULL	133838	EM USO	NULL	NULL	TEIXEIRA	2019-07-16
